25 12
24 16
19 14
24 15
25 12
21 11
22 16
24 12
25 15
13 9
23 15
24 16
21 15
25 11
17 11
23 12
20 11
7 6
22 15
24 15
14 9
25 15
25 11
24 16
24 15
1 0
11 8
23 15
20 11
24 15
24 15
25 12
12 8
25 12
25 12
23 13
23 15
25 11
25 12
21 12
25 11
25 15
25 11
24 15
19 11
25 12
25 15
1 0
23 15
5 4
24 16
19 13
12 8
25 16
20 12
25 12
25 12
25 15
25 15
12 9
4 3
25 12
25 12
25 11
25 13
7 5
18 12
14 10
15 11
23 15
24 15
14 9
25 15
23 15
19 10
25 12
16 11
25 12
7 6
23 13
21 13
24 16
25 15
23 12
25 12
25 15
23 12
23 15
23 12
15 11
21 15
23 15
25 15
23 13
21 12
21 12
25 12
21 15
24 15
3 2
node_expanded_min: 1
max_node_expanded_min: 0
node_expanded_max: 25
max_node_expanded_max: 16
node_expanded_medium: 23
max_node_expanded_medium: 12
node_expanded_average: 20.72
max_node_expanded_average: 12.14
